Course,Semester,Section,StudentId,hw1,hw2,lab,paper1,presentation,paper3,test1,test2,test3,Total Grade,Final letter
Chem2331,Fall 2012,2,28-Z,64.5747341,80.79697674,77.53061736,88.99673776,92.83839909,76.79085959,70.77723442,64.37127003,70.81182044,77.92280878,C
Chem2331,Fall 2012,2,29-Z,80.02871462,83.80804606,74.9577876,83.22318739,83.7169087,75.00772624,74.97385538,51.79579662,79.82460859,89.27196246,B
Chem2331,Fall 2012,2,30-Z,86.05671844,74.93430693,89.06963936,81.85830169,66.26477469,63.06486571,89.61460948,66.22158255,78.94454202,74.78921106,C
Chem2331,Fall 2012,2,31-Z,86.49108539,94.302265,88.23441172,87.91304436,72.44930641,81.34298656,79.14597488,64.25666108,80.02361353,99.23954147,A
Chem2331,Fall 2012,2,32-Z,54.54660053,63.90618788,81.03326221,77.03717985,67.22977515,85.46534666,68.40564478,90.50428824,62.18719435,65.11193821,D 
Chem2331,Fall 2012,2,33-Z,91.41933747,65.99999084,95.94011467,80.20947047,71.90852385,68.2502038,63.78638813,86.70152918,86.75803317,56.9829086,F
Chem2331,Fall 2012,2,34-Z,76.66924713,69.67573765,83.68455536,80.84902742,95.42000159,74.36251526,104.0663181,71.60926666,69.50467638,51.71378354,F
Chem2331,Fall 2012,2,35-Z,83.08350855,85.46542047,69.81720094,60.90183499,85.25956418,84.00782559,87.27110145,83.50336448,83.82276596,67.37333994,D 
Chem2331,Fall 2012,2,36-Z,87.16873859,79.28881969,66.55033262,78.00193986,60.02685977,75.47534995,62.57355581,66.85741656,75.62005695,85.93142537,B
Chem2331,Fall 2012,2,37-Z,78.85823882,76.09729608,61.21023564,79.22332557,65.21021085,77.037089,85.87050878,85.00072094,79.04787784,83.68397194,B
Chem2331,Fall 2012,2,38-Z,74.6478458,68.1287907,74.7196134,101.1731916,67.02319751,97.59428997,98.08494322,99.93798681,82.29577732,78.02995662,C
Chem2333,Spring 2013,1,1-Z,87.80148957,60.69439874,75.27279747,74.22988757,68.09578123,76.32424663,89.08635194,82.36575167,68.58078937,79.61433533,C
Chem2333,Spring 2013,1,2-Z,77.40508177,92.28566366,88.39853189,74.02880855,79.18886685,73.48000614,75.48463245,77.62355609,74.36057749,76.02935386,C
Chem2333,Spring 2013,1,3-Z,83.76248825,94.46658025,78.77751408,76.86576983,93.12508789,76.424585,90.75882828,77.08083578,83.67377618,64.21919902,D 
Chem2333,Spring 2013,1,4-Z,70.76284131,87.91323272,65.95740576,92.3455247,72.03108172,79.30175346,77.03358087,100.9511846,77.19399678,75.28001255,C
Chem2333,Spring 2013,1,5-Z,69.80761829,81.85036927,56.54426113,83.62923921,76.58762231,94.92236887,71.61164173,72.92046904,78.70398437,83.29785458,B
Chem2333,Spring 2013,1,6-Z,79.50332163,80.44826155,83.69546236,73.71328543,75.71251146,76.11267121,66.05331077,76.04698424,58.43666391,78.58847199,C
Chem2333,Spring 2013,1,7-Z,75.20818655,95.14121521,64.95933747,87.24961041,90.14013787,77.33187954,71.15110028,95.79579668,82.49395209,94.76387388,A
Chem2333,Spring 2013,1,8-Z,83.2776376,68.31885098,94.31039943,55.24749648,70.35686651,85.13962046,82.08405134,69.78750509,90.09727818,89.36813618,B
Chem2333,Spring 2013,1,9-Z,76.95819557,77.89737255,91.2306592,81.65367855,88.51530913,89.47430281,64.36551738,73.62025172,88.46115041,91.12842137,A
Chem2333,Spring 2013,1,10-Z,67.82686108,93.93736469,69.90112326,83.64587934,98.08805736,89.02056655,78.60141591,76.25424777,78.66181096,73.14020692,C
Chem2333,Spring 2013,1,11-Z,79.11855224,69.08335175,94.98059759,81.01534189,69.11898494,69.09648969,70.68364353,81.8607787,89.95101981,64.01344107,D 
Chem2333,Spring 2013,1,12-Z,83.0337706,72.31959977,62.1617707,83.65720025,78.75465702,63.82255494,76.72840215,73.69863896,63.07357745,79.61955344,C
Chem2333,Spring 2013,1,13-Z,67.66702703,84.26822324,76.19152634,65.69344233,71.28877029,89.5142152,85.80905711,91.3020092,71.32629708,76.89122692,C
Chem2333,Spring 2013,1,14-Z,73.49387326,85.12053377,79.11544376,85.53870376,85.88306919,83.4588093,72.44182719,65.58122381,94.04156764,68.93481239,D 
Chem2333,Spring 2013,1,15-Z,59.86128901,77.41171286,78.74166636,79.03996372,83.45573458,88.10429233,65.41161787,72.68914491,83.03404985,60.86145768,D 
Chem2333,Spring 2013,1,16-Z,78.29779695,84.43213624,83.51193899,81.08232973,78.0145309,75.50349888,78.69465301,74.77673447,75.83360438,81.02664101,B
Chem2333,Spring 2013,1,17-Z,80.37838107,68.50709539,66.51574632,67.18386679,77.4425775,74.22653799,90.34011452,86.5408534,79.53760793,77.3472742,C
Chem2333,Spring 2013,1,18-Z,84.98065709,87.86250472,71.42138726,80.32026384,88.07899301,82.12711147,91.49000135,71.00643243,96.81381046,80.43238855,B
Chem2333,Spring 2013,1,19-Z,73.55139353,74.91173975,77.04231622,71.79773761,81.16389853,74.86520924,73.2648634,70.95641185,79.0643255,79.18652306,C
Chem2333,Spring 2013,1,20-Z,69.68127884,67.6020443,83.09469904,82.57492504,63.82410652,67.44480211,94.65893078,84.43643995,79.49779306,76.14676189,C
Chem2333,Spring 2013,1,21-Z,64.4214173,83.11612149,67.80776734,69.78204591,74.83566241,80.48634081,83.47971523,83.4846864,58.27684521,78.47842668,C
Chem2333,Spring 2013,1,22-Z,74.50893925,76.96355066,78.75546298,82.66619447,98.40323762,80.25079515,55.70449287,73.38112175,72.64964145,56.85512856,F
Chem2333,Spring 2013,1,23-Z,82.25045861,82.87516706,87.84998815,88.31803635,65.88732124,79.3550641,69.3549709,81.0147976,68.73513557,75.62558455,C
Chem2333,Spring 2013,1,24-Z,75.00446071,69.6834442,78.47438578,69.71475021,86.63780861,92.08405564,71.43958631,51.93694312,75.80233023,89.16743291,B
Biol2231,Spring 2012,1,1-Z,76.08959791,71.96449137,73.18720004,78.16978701,72.70300481,94.8690524,63.88565447,62.45882098,57.54927545,85.11711932,B
Biol2231,Spring 2012,1,2-Z,74.63827652,70.36315185,76.9600244,63.01400955,73.46922838,70.47808425,76.01166141,83.50121699,82.3219124,76.33585693,C
Biol2231,Spring 2012,1,3-Z,71.69803281,69.00297981,55.26027948,82.05865537,80.9776413,80.94640746,96.25424334,86.22303288,86.00798613,71.3411993,C
Biol2231,Spring 2012,1,4-Z,97.35582943,85.69360099,92.46417301,69.20796608,73.91838364,75.41071703,59.90582988,57.07002284,79.23534031,67.42853101,D 
Biol2231,Spring 2012,1,5-Z,70.28111932,77.97161772,64.68184581,93.46914215,72.86903255,55.63675596,58.33174742,78.86929317,71.27647045,89.14261667,B
Biol2231,Spring 2012,1,6-Z,87.44581058,59.5566986,68.01573051,62.74912863,69.01584964,81.25515907,72.66274168,64.15478625,86.63505959,76.05270696,C
Biol2231,Spring 2012,1,7-Z,67.85751971,73.84741171,71.71916601,89.81484431,61.74296095,74.10182672,89.31850009,60.75551981,69.79436705,86.27875985,B
Biol2231,Spring 2012,1,8-Z,83.58194837,95.44036825,95.83090948,78.37171547,99.22264361,86.85271854,83.87554634,77.22313628,76.18612408,68.20652392,D 
Biol2231,Spring 2012,1,9-Z,84.16668568,100.3882843,73.70603916,87.08624503,90.15060522,74.33215232,76.25873984,71.98903941,91.81892618,63.19840792,D 
Biol2231,Spring 2012,1,10-Z,76.76541206,73.23711767,74.55108499,80.63402862,93.44488312,60.15689298,68.03720556,62.39986998,66.58873006,84.83725772,B
Biol2231,Spring 2012,1,11-Z,81.9490152,51.68660399,67.51906931,73.64485214,66.10789484,87.90113073,78.0368639,92.61195864,73.51927155,70.10403353,C
Biol2231,Spring 2012,1,12-Z,100.5506057,66.43205753,78.869937,85.75822951,68.79620215,67.22524554,80.71476015,85.05728435,55.75722769,74.05123195,C
Biol2231,Spring 2012,1,13-Z,69.68296513,79.99574471,76.57760595,76.47713408,89.26419886,79.02064944,69.97905757,89.53528333,86.65267532,78.03511996,C
Biol2231,Spring 2012,1,14-Z,73.95515771,71.10393763,80.49328988,95.9682913,69.76968933,54.51184514,71.52125204,67.58947006,75.27595646,71.43219609,C
Biol2231,Spring 2012,2,15-Z,58.91945088,42.32567729,70.64557292,92.31628208,88.66274996,71.60358668,86.82292001,69.04459949,75.35695067,96.07640601,A
Biol2231,Spring 2012,2,16-Z,89.17706936,68.65379394,79.35708274,75.82286644,74.80268179,81.37736463,99.09480935,78.26668589,64.30193128,83.46720532,B
Biol2231,Spring 2012,2,17-Z,74.32793043,66.611396,79.82663424,92.68900038,79.5572794,70.5816262,75.20122609,72.40468327,84.1882196,84.6750017,B
Biol2231,Spring 2012,2,18-Z,88.42316044,84.46863298,82.75379732,93.72081804,77.60355483,61.73176102,83.50249565,60.89248304,70.12316788,75.67239177,C
Biol2231,Spring 2012,2,19-Z,82.70810916,78.04198834,94.03512263,91.86044882,71.99556736,69.92967425,74.98428656,81.80225629,74.10572211,91.87377819,A
Biol2231,Spring 2012,2,20-Z,65.97602229,58.51721007,63.62974516,72.46462731,76.22452944,67.72234053,66.60697799,96.10299851,73.75628705,90.04999331,A
Biol2231,Spring 2012,2,21-Z,87.6116861,77.87532062,93.83017365,69.01320495,74.92749391,73.65654707,81.11279441,82.56149573,91.73944413,93.29977033,A
Biol2231,Spring 2012,2,22-Z,81.31777154,79.98573166,83.70096371,59.38179022,84.93104432,79.37131657,90.12049265,64.07576652,76.80944191,71.23262082,C
Biol2231,Spring 2012,2,23-Z,82.15101562,81.99192301,72.59118934,81.49718253,80.35256133,82.2581404,66.56733837,57.07814129,76.40949459,66.86758177,D 
Biol2231,Spring 2012,2,24-Z,83.07812409,59.19383825,70.33910887,71.8918335,77.71700773,74.31072865,90.02611809,64.54744429,78.54808078,66.70950002,D 
Biol2231,Spring 2012,2,25-Z,76.62578711,87.89279129,68.12436844,91.35104134,72.50852026,61.63422351,81.57712436,66.42991627,69.96362973,41.39179309,F
Biol2231,Spring 2012,2,26-Z,69.71706287,77.70182396,78.19057535,88.1178501,84.73752616,75.68357096,93.44100808,77.86703045,73.28476306,91.18751476,A
Biol2231,Spring 2012,2,27-Z,68.35395493,77.06439582,66.50186308,91.54765996,82.48646035,86.63586682,73.65703559,91.863317,76.98540302,67.14060508,D 
Biol2231,Spring 2012,2,28-Z,65.00497495,67.94819143,76.07160292,73.91470935,81.95438354,77.22849547,91.45739376,76.73325044,75.54971271,87.49637109,B
Biol2231,Spring 2012,3,29-Z,76.7978166,70.37672553,68.87591312,88.76125864,79.19695607,70.995555,82.57949847,63.03291652,81.33329677,64.79467819,D 
Biol2231,Spring 2012,3,30-Z,67.71889126,78.89305602,61.0903354,65.19698965,76.45215496,79.06391403,76.21083538,67.8718699,67.42515206,85.69435822,B
Biol2231,Spring 2012,3,31-Z,64.82805018,79.94828159,72.22181079,91.09628229,82.05236559,80.00944164,95.32391282,93.41567763,84.30803065,73.98712649,C
Biol2231,Spring 2012,3,32-Z,71.73673747,70.56444649,85.36028848,54.77195136,80.67995041,72.6493416,78.00554768,95.34969854,77.25529049,70.49818155,C
Biol2231,Spring 2012,3,33-Z,75.37222451,78.39328131,61.80560271,80.86696583,86.18041838,76.13927969,72.1545889,80.50690347,96.37766655,101.817284,A
Biol2231,Spring 2012,3,34-Z,75.85242811,75.18002168,98.34435732,66.04169138,82.23675241,82.82831412,68.42581983,67.41940427,65.96846072,72.84537326,C
Biol2231,Spring 2012,3,35-Z,74.83666182,93.92093307,76.65694454,75.83499633,80.74233314,80.96409393,78.92329956,88.56615184,93.08741415,83.21379421,B
Biol2231,Spring 2012,3,36-Z,95.94705557,78.0732608,86.01137383,59.33712557,75.58748725,87.24736625,87.15924734,72.97708723,102.6671326,87.21946454,B
Biol2231,Spring 2012,3,37-Z,85.00362628,91.4083558,74.49948949,72.16693638,106.5696271,66.33993332,82.11461379,73.93367901,84.54094774,67.53067345,D 
Biol2231,Spring 2012,3,38-Z,86.56537214,103.4636081,59.52033851,87.76601458,89.46275223,78.1223351,90.26086886,67.2269152,86.15699662,80.84364353,B
Biol2231,Spring 2012,3,39-Z,85.83889265,68.92041211,72.21543649,84.01631855,62.94103167,87.91009466,71.15530244,67.60775616,84.5962783,71.27976119,C
Biol2231,Spring 2012,3,40-Z,75.99810851,84.4929996,94.29806697,80.79540825,60.77435272,81.26390052,72.48912811,69.40155687,84.28283959,74.41807107,C
Biol2231,Spring 2012,3,41-Z,87.40043175,94.23006473,68.87668099,70.6713707,78.11742122,75.36620292,78.50802454,79.73950231,76.22814338,87.02374834,B
Chem2331,Fall 2011,1,50-Z,90.57238484,88.17839291,74.68297936,72.28620568,86.05367502,85.48132948,66.71198777,85.25301311,66.19493742,84.51985997,B
Chem2331,Fall 2011,1,51-Z,92.18917412,101.5793632,88.27958281,73.10619491,86.18214852,84.09079154,88.27942047,90.09331331,69.93693275,69.28493531,D 
Chem2331,Fall 2011,1,52-Z,75.23785996,65.07378645,87.18792192,88.30770447,50.62056119,67.96561271,64.05898108,74.14363604,91.89340344,70.93776574,C
Chem2331,Fall 2011,1,53-Z,82.87723176,68.91761375,85.74919614,67.78138671,64.38355379,80.70588631,96.64798795,90.92433636,87.65894209,59.60435897,F
Chem2331,Fall 2011,1,54-Z,82.92060483,81.25449828,87.30472842,69.80367299,69.65908002,78.5623598,81.53699292,86.07771968,88.09807927,65.79747581,D 
Chem2331,Fall 2011,1,55-Z,87.1958765,69.30299307,70.94230113,70.15898565,57.39635695,76.08676972,98.2266585,68.83328077,85.55907018,84.43873433,B
Chem2331,Fall 2011,1,56-Z,97.02879999,74.63046131,88.08619753,83.09118642,80.91560005,82.59854249,59.336612,62.96762761,67.97052106,72.36155429,C
Chem2331,Fall 2011,1,57-Z,59.53649097,83.41842673,67.47798967,76.59692896,76.79895711,87.10996681,85.86515216,68.26276148,75.32919182,69.22508105,D 
Chem2331,Fall 2011,1,58-Z,79.30631005,59.74676331,77.37515431,80.30981299,89.82197273,79.53453644,85.05030542,78.35193917,88.34362467,67.58781137,D 
Chem2331,Fall 2011,1,59-Z,99.06336714,69.74970183,96.53201328,80.88322122,77.05236085,76.29828877,69.55687796,69.55689739,71.39930564,59.3624215,F
Chem2331,Fall 2011,1,60-Z,96.52328842,79.50911219,61.37432646,77.95156145,76.62847776,96.73076814,72.18285254,76.99381084,70.78931902,73.91744839,C
Chem2331,Fall 2011,1,61-Z,90.11872764,83.04468931,69.32485684,62.05001197,71.50100223,89.06874021,77.1674354,73.51564586,64.27267032,71.50108881,C
Chem2331,Fall 2011,1,62-Z,70.53091632,86.22786073,75.33972818,89.11946222,70.37229698,57.21368472,58.09429072,80.41708165,68.60883158,81.86752297,B
Chem2331,Fall 2011,1,63-Z,87.02838703,74.18406999,70.84336266,72.2526408,62.80333845,70.48579131,65.61124483,82.6389866,82.68732882,62.07186216,D 
Chem2331,Fall 2011,1,64-Z,74.11256602,91.36327908,76.239391,64.39171267,84.8596139,59.76432845,85.1306053,92.733908,91.06827887,73.8115234,C
Chem2331,Fall 2011,1,65-Z,79.65312292,62.59754729,70.91920761,70.08882763,77.35985946,72.63117257,74.46373035,72.60413293,75.25159284,58.2274895,F
Chem2331,Fall 2011,2,66-Z,84.1685435,72.37175012,82.02409591,85.7995934,75.27581954,81.20537326,64.71651503,92.87798841,89.19923415,73.98164691,C
Chem2331,Fall 2011,2,67-Z,95.21453998,70.79558588,85.31549139,78.62804784,63.87809019,76.57720432,84.67425752,83.59486712,66.52875061,68.32687612,D 
Chem2331,Fall 2011,2,68-Z,61.55875273,76.89988262,61.47506631,81.28919855,63.2213339,70.58914219,76.41075721,78.21485186,74.10309008,65.17353819,D 
Chem2331,Fall 2011,2,69-Z,65.79841424,74.71413466,78.20926368,75.38768148,71.5456845,63.70219738,60.84223633,70.57926739,54.21840417,72.59204759,C
Chem2331,Fall 2011,2,70-Z,77.92978079,63.34098731,83.76239193,86.81712123,84.7158878,87.36574354,82.86350057,82.66799402,78.80826528,72.6476643,C
Chem2331,Fall 2011,2,71-Z,96.49455226,69.67612418,73.42811028,85.88252698,82.0448222,71.20073886,66.4781839,75.79002509,79.23344558,79.93524675,C
Chem2331,Fall 2011,2,72-Z,75.98156549,79.18564071,67.84949768,82.68232076,77.11512951,58.14597352,80.89400855,67.14525476,72.41569881,77.09800468,C
Chem2331,Fall 2011,2,73-Z,86.03837168,77.71169815,63.61495426,89.82425352,75.69320985,83.75927426,73.04827008,84.8105045,72.06854592,78.79336172,C
Chem2331,Fall 2011,2,74-Z,80.3542535,71.97653549,69.09328167,86.40892342,78.17832555,76.73979856,81.48458639,70.2693965,82.01557302,83.33913031,B
Chem2331,Fall 2011,2,75-Z,93.38891779,79.58924039,90.01178173,64.27928109,82.12575134,73.74828222,64.37085714,75.94689843,69.52549056,93.06023373,A
Chem2331,Fall 2011,2,76-Z,90.14826713,67.04390805,80.11254148,79.82560887,68.44093975,80.16822646,74.5893615,96.61028708,83.68619202,71.8833687,C
Chem2331,Fall 2011,2,77-Z,80.9497125,69.56192614,90.76128068,80.07359418,69.7287198,85.55906702,67.11966037,90.84864259,84.21896037,77.93076617,C
Chem2331,Fall 2011,2,78-Z,74.92988344,84.8612404,83.36083731,64.59443585,79.63570073,85.03060618,76.54130813,70.20736007,102.1419523,75.45976643,C
Chem2331,Fall 2011,2,79-Z,75.24981583,89.63138009,79.27336595,84.16246177,79.5146052,67.55092317,80.97969044,75.7789167,94.60138326,70.20951897,C
Biol2231,Spring 2011,1,50-Z,63.50033664,69.95601687,70.7344844,76.00336115,91.99529838,80.70452816,77.76078207,84.78361189,81.40807838,83.33710508,B
Biol2231,Spring 2011,1,51-Z,87.9719164,93.68344806,82.73250562,76.11613652,78.14197592,77.83645545,85.1595769,64.25627863,69.92051695,69.23289986,D 
Biol2231,Spring 2011,1,52-Z,86.81823413,54.8422749,77.53768743,77.13279731,85.91422861,88.41918345,93.78479154,86.02689485,88.09683336,74.38905494,C
Biol2231,Spring 2011,1,53-Z,68.40450521,59.64967295,77.39473977,86.85538586,66.91421731,71.49025122,72.75005888,78.27039359,82.94323065,69.02549205,D 
Biol2231,Spring 2011,1,54-Z,63.95423646,90.19711405,64.28601147,86.4753734,78.17574005,80.78474416,80.57436469,85.78222591,58.70828489,88.14696603,B
Biol2231,Spring 2011,1,55-Z,87.07663718,61.62381355,60.03113428,81.57743655,73.21727968,75.7841666,66.15851191,83.28126296,71.15973845,71.19599515,C
Biol2231,Spring 2011,1,56-Z,86.47388834,94.37494226,83.86554397,94.29918269,82.24685905,81.49008686,93.74375715,77.59642105,80.09209732,81.22295787,B
Biol2231,Spring 2011,1,57-Z,91.88748865,76.72076551,95.77221916,75.94215605,77.2853208,91.34867344,73.93248585,77.3831497,82.76830703,73.17595272,C
Biol2231,Spring 2011,1,58-Z,75.03034736,85.54361089,67.64255934,64.18224011,79.09471365,69.08176218,82.10401253,88.37170623,69.07811071,86.56299041,B
Biol2231,Spring 2011,1,59-Z,66.30455537,79.99213482,58.33909441,76.8486975,91.51681216,72.73146906,67.26965553,74.39895476,90.95490456,80.63772868,B
Biol2231,Spring 2011,1,60-Z,81.19620072,77.02105435,97.20888843,72.2098333,96.7667948,71.18205467,60.21497032,72.03222541,82.73520987,84.88030267,B
Biol2231,Spring 2011,1,61-Z,72.90905296,69.56721919,58.8818207,74.96829149,83.85172617,91.69227928,78.30863592,76.75331509,73.08357311,86.57822631,B
Biol2231,Spring 2011,1,62-Z,100.172849,85.05808987,68.56655057,81.7178967,80.22086307,67.622376,79.70009427,76.43284752,63.27245178,77.11274113,C
Biol2231,Spring 2011,1,63-Z,63.56545376,95.39953624,71.69529159,80.47293762,76.56083918,81.84856382,87.88269986,79.08341818,79.39040344,84.20822128,B
Biol2231,Spring 2011,2,64-Z,84.0920954,69.14121468,72.33479824,77.64001738,72.5044683,64.95350444,80.99763087,91.04677047,85.44419384,58.18679991,F
Biol2231,Spring 2011,2,65-Z,59.75794491,90.98963244,79.04896111,77.51183794,63.35836017,76.55580415,72.46181788,86.69194904,66.06256212,85.31032244,B
Biol2231,Spring 2011,2,66-Z,78.99532969,88.14325674,75.09415485,83.38339408,83.56869325,84.03899409,79.31065561,82.26523965,76.61637933,72.35188031,C
Biol2231,Spring 2011,2,67-Z,82.71193767,63.63075189,84.29957702,87.06999749,76.98728373,83.15603595,68.00879938,92.24498034,92.27770873,78.20702603,C
Biol2231,Spring 2011,2,68-Z,69.08790636,94.7285998,90.65299913,87.89783712,109.7390949,62.23171201,67.24669966,73.52059425,87.75349708,87.60127966,B
Biol2231,Spring 2011,2,69-Z,86.79810122,72.38787589,77.83888844,85.39343589,93.13577264,79.28056494,84.98851822,63.7435895,76.87538625,65.45919556,D 
Biol2231,Spring 2011,2,70-Z,78.43251259,77.99879724,64.98091516,81.25623093,85.08125747,93.73584387,78.38474405,90.5171124,70.33436351,62.74464759,D 
Biol2231,Spring 2011,2,71-Z,72.50140286,80.77202224,72.71576142,72.14907198,85.79157791,96.27151144,97.03128094,66.84812686,77.22390242,77.4300173,C
Biol2231,Spring 2011,2,72-Z,66.66652398,85.19601917,97.2208644,79.2721031,73.00602063,65.87506617,65.17696159,74.92956545,70.27556739,77.18338078,C
Biol2231,Spring 2011,2,73-Z,67.96599545,75.99233092,74.17487882,82.59958569,85.96939602,61.01132565,66.70631655,74.21004886,79.08527499,79.98317506,C
Biol2231,Spring 2011,2,74-Z,70.56306088,84.75207796,66.05812043,68.55189497,88.08456545,84.29016432,75.14646452,72.95885335,94.84667021,75.2125552,C
Biol2231,Spring 2011,2,75-Z,67.5038085,67.07052893,83.6618911,69.39573326,57.48278659,101.1233945,109.0558807,85.51391824,60.1681398,79.99133206,C
Biol2231,Spring 2011,2,76-Z,73.05590071,65.93129882,76.16687313,82.40829062,67.31526057,78.0616224,88.74899964,96.76145487,86.00180784,85.99972038,B
Biol2231,Spring 2011,2,77-Z,74.24203357,61.92828199,85.49201658,68.14461043,73.89891274,95.12624011,79.34322389,85.42575029,75.27199766,59.8984057,F
Biol2231,Spring 2011,3,78-Z,70.6813014,61.50481676,85.80909909,87.61588233,86.84288947,71.51761564,67.58340662,79.151687,87.68348994,72.43672245,C
Biol2231,Spring 2011,3,79-Z,65.18716411,65.83064665,77.82222108,83.85406262,99.94801011,76.34833568,81.45624593,77.28637355,80.82894538,85.80473157,B
Biol2231,Spring 2011,3,80-Z,73.47502228,63.35331923,65.57550191,68.3597275,77.69364779,79.55292464,74.43182892,81.72398568,72.53355462,72.54997495,C
Biol2231,Spring 2011,3,81-Z,76.52978065,78.04985269,84.42355347,62.0565841,67.77881521,84.30366998,79.24115487,76.5555898,77.28116553,68.83728859,D 
Biol2231,Spring 2011,3,82-Z,81.12746534,91.3993274,93.92090278,74.53895478,82.61214179,76.5433294,94.56978376,75.03994128,87.73060405,68.40441394,D 
Biol2231,Spring 2011,3,83-Z,73.75629449,84.55356032,67.93589582,86.14487729,90.26565905,71.52896541,69.80304451,84.30706042,51.78196942,85.04210769,B
Biol2231,Spring 2011,3,84-Z,73.32698233,81.66823493,87.27786422,92.97942267,88.0215155,93.94738222,93.5454335,74.53866838,72.56480044,75.41075496,C
Biol2231,Spring 2011,3,85-Z,84.38371329,78.39402931,83.9906094,66.34841881,70.79343101,83.81276367,81.57791464,60.98300583,83.6797069,91.87019286,A
